Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,4.600000,144.642200,64214,ADRs,Turkey,
KGFHF,KINGFISHER PLC ORD,OTCQX International Premier,4.410000,60.026300,546,Foreign Ordinary Shares,United Kingdom,
KGFHY,KINGFISHER PLC S/ADR,OTCQX International Premier,9.030000,38.479600,67529,ADRs,United Kingdom,
BSYBF,SKY PLC ORD,OTCQX International Premier,12.710000,262.702400,1636,Foreign Ordinary Shares,United Kingdom,England
SKYAY,SKY PLC S/ADR,OTCQX International Premier,51.445000,19.990900,11294,ADRs,United Kingdom,England
TATYF,TATE & LYLE PLC ORD,OTCQX International Premier,9.000000,6.686600,0,Foreign Ordinary Shares,United Kingdom,
TATYY,TATE & LYLE PLC S/ADR,OTCQX International Premier,36.700000,68.754500,1965,ADRs,United Kingdom,
IMBBF,IMPERIAL BRANDS PLC ORD,OTCQX International Premier,40.750000,67.896800,1623,Foreign Ordinary Shares,United Kingdom,
IMBBY,IMPERIAL BRANDS PLC ADR,OTCQX International Premier,41.090000,104.298000,139886,ADRs,United Kingdom,
JSAIY,J SAINSBURY PLC S/ADR,OTCQX International Premier,12.510000,197.870900,105354,ADRs,United Kingdom,
JSNSF,J SANISBURY PLC ORD,OTCQX International Premier,3.220000,123.876900,2677,Foreign Ordinary Shares,United Kingdom,
AAUKF,ANGLO AMER PLC ORD.,OTCQX International Premier,18.755000,21.116900,500,Foreign Ordinary Shares,United Kingdom,
NGLOY,ANGLO AMERICAN SPNS/ADR,OTCQX International Premier,9.360000,110.071300,91154,ADRs,United Kingdom,
BAFYY,BALFOUR BEATTY S/ADR,OTCQX International Premier,7.040000,100.163700,2566,ADRs,United Kingdom,England
ESYJY,EASYJET PLC S/ADR,OTCQX International Premier,19.500000,258.465500,1042,ADRs,United Kingdom,
IGGHY,IG GROUP HLDGS PLC S/ADR,OTCQX International Premier,8.964300,0.000000,0,ADRs,United Kingdom,
MAKSF,MARKS & SPENCER GRP ORD,OTCQX International Premier,4.180000,104.061300,5100,Foreign Ordinary Shares,United Kingdom,England
MAKSY,MARKS & SPENCER GRP S/ADR,OTCQX International Premier,8.440000,271.018200,108585,ADRs,United Kingdom,England
EDVMF,ENDEAVOUR MINING CORP,OTCQX International Premier,18.133800,74.229700,900,Foreign Ordinary Shares,United Kingdom,
BTVCY,BRITVIC PLC S/ADR,OTCQX International Premier,20.060000,178.357200,0,ADRs,United Kingdom,England
UBMOF,UBM PLC ORD NEW,OTCQX International Premier,9.980000,16.369600,0,Foreign Ordinary Shares,United Kingdom,
UBMPY,UBM PLC S/ADR,OTCQX International Premier,8.750000,444.810500,0,ADRs,United Kingdom,
AWCMF,ALUMINA LTD,OTCQX International,1.790000,163.604100,0,Foreign Ordinary Shares,Australia,Victoria
AWCMY,ALUMINA LTD S/ADR,OTCQX International,6.770000,199.685700,23090,ADRs,Australia,Victoria
SILXF,SILEX SYSTEMS LTD ORD,OTCQX International,0.310000,7.493400,0,Foreign Ordinary Shares,Australia,New South Wales
SILXY,SILEX SYS LTD SPON ADR,OTCQX International,1.560000,272.565100,0,ADRs,Australia,New South Wales
EWCLF,ENERGY WORLD CORP LTD,OTCQX International,0.251950,0.000000,0,Foreign Ordinary Shares,Australia,New South Wales
SPHRF,STARPHARMA HOLDINGS LTD,OTCQX International,1.010000,16.153300,0,Foreign Ordinary Shares,Australia,Victoria
SPHRY,STARPHARMA HLDGS S/ADR,OTCQX International,10.760000,21.420800,0,ADRs,Australia,Victoria
BNOEF,BIONOMIC LTD PAR ORD,OTCQX International,0.306000,2.990200,0,Foreign Ordinary Shares,Australia,South Australia
WECFF,WHITE ENERGY CO LTD ORD,OTCQX International,0.038000,0.000000,0,Foreign Ordinary Shares,Australia,New South Wales
WECFY,WHITE ENERGY CO S/ADR,OTCQX International,0.140000,0.000000,0,ADRs,Australia,New South Wales
LVCLF,LIVING CELL TECHS LTD,OTCQX International,0.020300,128.047600,0,Foreign Ordinary Shares,Australia,Victoria
LVCLY,LIVING CELL TECHS S/ADR,OTCQX International,0.180000,96.568600,49240,ADRs,Australia,Victoria
VRACY,VIRALYTICS LTD S/ADR,OTCQX International,1.500000,261.983800,0,ADRs,Australia,New South Wales
PPGNY,PHOSPHAGENICS LTD S/ADR,OTCQX International,0.360400,0.000000,0,ADRs,Australia,Victoria
ATXDY,AUSTEX OIL LTD S/ADR,OTCQX International,0.920000,0.000000,0,ADRs,Australia,New South Wales
ALKEF,ALKANE RES LTD ORD,OTCQX International,0.245000,101.779500,0,Foreign Ordinary Shares,Australia,Western Australia
ANLKY,ALKANE RES LTD S/ADR,OTCQX International,2.589900,159.576300,0,ADRs,Australia,Western Australia
FDMQF,FREEDOM OIL & GAS ORD,OTCQX International,0.205000,16.248600,0,Foreign Ordinary Shares,Australia,New South Wales
FDMQY,FREEDOM OIL & GAS S/ADR,OTCQX International,2.250000,0.000000,0,ADRs,Australia,New South Wales
CTEQF,CLEAN TEQ HLDGS LTD MEL,OTCQX International,1.200100,80.251200,94713,Foreign Ordinary Shares,Australia,Victoria
PNGZF,PARINGA RESOURCES LTD ORD,OTCQX International,0.305000,4.183100,0,Foreign Ordinary Shares,Australia,Western Australia
GFKSY,GULF KEYSTONE PETE S/ADR,OTCQX International,0.210200,87.361000,0,ADRs,Bermuda,
GUKYF,GULF KEYSTONE PET ORD NEW,OTCQX International,1.280000,210.837600,830,Foreign Ordinary Shares,Bermuda,
TAOIF,TAG OIL LTD,OTCQX International,0.297300,154.975500,16645,Foreign Ordinary Shares,Canada,British Columbia
CLHRF,CORAL GOLD RES LTD,OTCQX International,0.263700,176.932900,10500,Foreign Ordinary Shares,Canada,British Columbia
NTSFF,NANOTECH SECURITY ORD,OTCQX International,1.160000,61.969300,15220,Foreign Ordinary Shares,Canada,British Columbia
MBAIF,CIBT EDUCATION GROUP INC,OTCQX International,0.502800,171.931200,0,Foreign Ordinary Shares,Canada,British Columbia
NRIFF,NUVO PHARMACEUTICALS ORD,OTCQX International,3.070000,111.318700,0,Foreign Ordinary Shares,Canada,Ontario
HOILF,HUNTER OIL CORP ORD,OTCQX International,0.600000,285.276900,11016,Foreign Ordinary Shares,Canada,British Columbia
BALMF,BALMORAL RESOURCES LTD,OTCQX International,0.350000,158.830300,120393,Foreign Ordinary Shares,Canada,British Columbia
LMCNF,LEAGOLD MNG CORP ORD,OTCQX International,2.110000,40.880600,20469,Foreign Ordinary Shares,Canada,British Columbia
PLSDF,PULSE SEISMIC INC,OTCQX International,2.400000,52.739000,100,Foreign Ordinary Shares,Canada,Alberta
CNNEF,CANACOL ENERGY ORD,OTCQX International,3.358300,75.943300,32997,Foreign Ordinary Shares,Canada,Alberta
OLNCF,OMNI LITE INDUS CDA INC,OTCQX International,1.270000,108.097300,11150,Foreign Ordinary Shares,Canada,Alberta
AVLNF,AVALON ADVANCED MAT ORD,OTCQX International,0.095000,86.759600,206385,Foreign Ordinary Shares,Canada,Ontario
GLBXF,GLOBEX MNG ENTERPRS NEW,OTCQX International,0.336000,68.759600,3500,Foreign Ordinary Shares,Canada,Ontario
WFTSF,WAVEFRONT TECH SLTNS INC,OTCQX International,0.132100,80.563900,2500,Foreign Ordinary Shares,Canada,Alberta
GQMNF,GOLDEN QUEEN MNG LTD,OTCQX International,0.170000,109.164700,455521,Foreign Ordinary Shares,Canada,British Columbia
FTMDF,FORTUNE MINERALS LTD,OTCQX International,0.190000,462.952100,1091509,Foreign Ordinary Shares,Canada,Ontario
SYATF,SIYATA MOBILE INC,OTCQX International,0.400000,55.455200,9110,Foreign Ordinary Shares,Canada,Quebec
MGHCF,MINCO GOLD CORP,OTCQX International,0.127700,86.151700,897,Foreign Ordinary Shares,Canada,British Columbia
ONCYF,ONCOLYTICS BIOTECH INC,OTCQX International,0.545000,136.742600,69398,Foreign Ordinary Shares,Canada,Alberta
MTAFF,METALLA ROYALTY & STR ORD,OTCQX International,0.450000,164.921700,252000,Foreign Ordinary Shares,Canada,British Columbia
EANRF,EASTMAIN RESOURCES INC,OTCQX International,0.243300,109.423500,2000,Foreign Ordinary Shares,Canada,Ontario
CHNUF,CHINA EDUCATION RES INC,OTCQX International,0.065000,193.131000,27500,Foreign Ordinary Shares,Canada,British Columbia
PSHIF,PETROSHALE INC ORD,OTCQX International,1.650000,108.943700,4168,Foreign Ordinary Shares,Canada,Alberta
PFSCF,PROMETIC LIFE SCIENCES,OTCQX International,1.009000,88.614900,52789,Foreign Ordinary Shares,Canada,Quebec
ARREF,AMERIGO RESOURCES LTD,OTCQX International,0.828800,295.955200,436343,Foreign Ordinary Shares,Canada,British Columbia
EFLVF,ELECTROVAYA INC,OTCQX International,0.721600,71.067800,600,Foreign Ordinary Shares,Canada,Ontario
HEOFF,H2O INNOVATION INC,OTCQX International,0.949900,311.512900,2500,Foreign Ordinary Shares,Canada,Quebec
RBYCF,RUBICON MINERALS CP ORD,OTCQX International,1.072200,158.397000,5350,Foreign Ordinary Shares,Canada,Ontario
CHPGF,CHESAPEAKE GOLD CORP,OTCQX International,2.619000,96.849400,3051,Foreign Ordinary Shares,Canada,British Columbia
CGLDF,CORE GOLD INC,OTCQX International,0.265800,279.767600,38205,Foreign Ordinary Shares,Canada,British Columbia
PMGYF,PERPETUAL ENERGY INC ORD,OTCQX International,0.790200,180.130000,7882,Foreign Ordinary Shares,Canada,Alberta
TLTFF,THERALASE TECHS INC,OTCQX International,0.210600,166.520900,89783,Foreign Ordinary Shares,Canada,Ontario
FLYLF,FLYHT AEROSPACE SLTNS LTD,OTCQX International,1.620000,66.823800,4700,Foreign Ordinary Shares,Canada,Alberta
TRBMF,TORQ RESOURCES INC,OTCQX International,0.376200,784.905100,10000,Foreign Ordinary Shares,Canada,British Columbia
MISVF,MINCO SILVER CORP,OTCQX International,0.540000,83.154100,9500,Foreign Ordinary Shares,Canada,British Columbia
CBGDF,COLUMBUS GOLD CORP,OTCQX International,0.590000,58.047900,89750,Foreign Ordinary Shares,Canada,British Columbia
TMIAF,TRIMETALS MINING INC,OTCQX International,0.130000,41.697500,6025,Foreign Ordinary Shares,Canada,British Columbia
TMIBF,TRIMETALS MINING INC B,OTCQX International,0.180700,100.176200,0,Foreign Ordinary Shares,Canada,British Columbia
CVALF,COVALON TECHS LTD,OTCQX International,3.446900,21.877700,28,Foreign Ordinary Shares,Canada,Ontario
UURAF,UCORE RARE METALS INC,OTCQX International,0.200000,110.956600,19485,Foreign Ordinary Shares,Canada,Nova Scotia
MLRKF,MILLROCK RES INC,OTCQX International,0.198800,146.725000,27888,Foreign Ordinary Shares,Canada,British Columbia
TREVF,TREVALI MINING CORP,OTCQX International,1.080000,142.566300,25091,Foreign Ordinary Shares,Canada,British Columbia
SLSDF,SELECT SANDS CORP ORD,OTCQX International,0.317600,101.083100,23416,Foreign Ordinary Shares,Canada,British Columbia
CRECF,CRITICAL ELEMENTS CRP ORD,OTCQX International,1.200000,129.021600,15800,Foreign Ordinary Shares,Canada,Quebec
MDLNF,MADALENA ENERGY INC,OTCQX International,0.210650,434.147800,944380,Foreign Ordinary Shares,Canada,Alberta
OPSSF,OPSENS INC,OTCQX International,0.943000,65.353800,350,Foreign Ordinary Shares,Canada,Quebec
NTGSF,GOLDEN PREDATOR MINING CP,OTCQX International,0.495700,88.387900,21000,Foreign Ordinary Shares,Canada,British Columbia
LACDD,LITHIUM AMERS CORP NEW,OTCQX International,9.945500,464.533500,312493,Foreign Ordinary Shares,Canada,British Columbia
RPMGF,RYE PATCH GOLD CORP,OTCQX International,0.174800,138.884000,217877,Foreign Ordinary Shares,Canada,British Columbia
TSRMF,TREASURY METALS INC,OTCQX International,0.453000,152.720800,841,Foreign Ordinary Shares,Canada,Ontario
FTPLF,FORTRESS PAPER LTD A,OTCQX International,2.600700,20.868000,200,Foreign Ordinary Shares,Canada,British Columbia
MIMZF,NIGHTHAWK GOLD CORP,OTCQX International,0.545500,92.752300,13000,Foreign Ordinary Shares,Canada,Ontario
SQIDF,SQI DIAGNOSTICS INC ORD,OTCQX International,0.140000,380.488300,7500,Foreign Ordinary Shares,Canada,Ontario
RCKXF,ROCKY MOUNTAIN DEALERSHIP,OTCQX International,10.350000,11.306000,0,Foreign Ordinary Shares,Canada,Alberta
WGPLF,WELLGREEN PLATINUM LTD,OTCQX International,0.220000,49.675000,22050,Foreign Ordinary Shares,Canada,British Columbia
IMMVF,IMMUNO VACCINE INC ORD,OTCQX International,1.429000,142.454900,28568,Foreign Ordinary Shares,Canada,Nova Scotia
PKTEF,PARKIT ENTERPRISE INC ORD,OTCQX International,0.279900,359.858100,113500,Foreign Ordinary Shares,Canada,British Columbia
VFFIF,VILLAGE FARMS INTER,OTCQX International,4.415600,200.527100,68875,Foreign Ordinary Shares,Canada,British Columbia
CGOOF,CONTINENTAL GOLD INC ORD,OTCQX International,2.361800,36.803700,8944,Foreign Ordinary Shares,Canada,Ontario
NMKEF,NEMASKA LITHIUM INC ORD,OTCQX International,1.707700,163.234600,488270,Foreign Ordinary Shares,Canada,Quebec
CORVF,CORVIS GOLD INC ORD,OTCQX International,1.180000,141.421400,22206,Foreign Ordinary Shares,Canada,British Columbia
GXOCF,GRANITE OIL CORP,OTCQX International,2.426200,151.315100,17151,Foreign Ordinary Shares,Canada,Alberta
MLNGF,MARLIN GOLD MNG LTD,OTCQX International,0.610700,193.084300,10000,Foreign Ordinary Shares,Canada,British Columbia
EXMGF,EXCELSIOR MINING CORP,OTCQX International,0.826400,88.050200,16300,Foreign Ordinary Shares,Canada,British Columbia
LOMLF,LION ONE METALS LTD,OTCQX International,0.415000,105.762500,10300,Foreign Ordinary Shares,Canada,British Columbia
RNKLF,ROYAL NICKEL CORP ORD,OTCQX International,0.132000,85.643100,15028,Foreign Ordinary Shares,Canada,Ontario
ASDRF,ASCENDANT RES INC ORD,OTCQX International,0.557270,2.617600,0,Foreign Ordinary Shares,Canada,Ontario
NXOPF,NEXOPTIC TECHNOLOGY CORP,OTCQX International,1.081000,158.080000,18501,Foreign Ordinary Shares,Canada,British Columbia
NGPHF,NORTHERN GRAPHITE ORD,OTCQX International,0.392040,78.249800,71583,Foreign Ordinary Shares,Canada,Ontario
GLDLF,GOLDMINING INC ORD,OTCQX International,1.030000,82.087500,220686,Foreign Ordinary Shares,Canada,British Columbia
GOLWF,GOLDMINING INC WTS,OTCQX International,0.497900,143.550600,0,Warrants,Canada,British Columbia
RSASF,RESAAS SERVICES INC ORD,OTCQX International,0.529100,26.405400,0,Foreign Ordinary Shares,Canada,British Columbia
RDEMF,RED EAGLE MINING CORP ORD,OTCQX International,0.221000,31.441800,5000,Foreign Ordinary Shares,Canada,British Columbia
MDRPF,MIDAS GOLD CORP ORD,OTCQX International,0.450000,199.935500,416670,Foreign Ordinary Shares,Canada,British Columbia
CLLXF,CALLINEX MINES INC ORD,OTCQX International,0.231200,56.648100,30450,Foreign Ordinary Shares,Canada,British Columbia
NULGF,NULEGACY GOLD CORP,OTCQX International,0.135200,87.305400,82670,Foreign Ordinary Shares,Canada,British Columbia
NSRPF,NOVO RES CORP,OTCQX International,3.750000,125.407000,200271,Foreign Ordinary Shares,Canada,British Columbia
ZENYF,ZENYATTA VENTURES LTD,OTCQX International,0.533200,365.777300,3044,Foreign Ordinary Shares,Canada,Ontario
MGDPF,MARATHON GOLD CORP ORD,OTCQX International,0.830000,116.431500,86450,Foreign Ordinary Shares,Canada,Ontario
MGPHF,MASON GRAPHITE INC,OTCQX International,2.112900,82.276500,35861,Foreign Ordinary Shares,Canada,Quebec
AHOTF,AMERICAN HOTEL I/P REIT,OTCQX International,7.130000,97.721100,22456,Units,Canada,British Columbia
FCUUF,FISSION URANIUM CORP ORD,OTCQX International,0.581800,185.456800,658688,Foreign Ordinary Shares,Canada,British Columbia
CFGMF,CALIFORNIA GOLD MNG ORD,OTCQX International,0.348900,300.849100,0,Foreign Ordinary Shares,Canada,Ontario
LIXXF,LITHIUM X ENERGY CORP,OTCQX International,1.590000,165.284800,343477,Foreign Ordinary Shares,Canada,British Columbia
PMULF,PURE MULTI-FAMILY REIT LP,OTCQX International,6.084800,46.823500,2550,Units,Canada,British Columbia
CDBMF,CORDOBA MINERALS CORP ORD,OTCQX International,0.347200,82.212000,58123,Foreign Ordinary Shares,Canada,Ontario
PQEFF,PETROTEQ ENERGY INC,OTCQX International,1.829600,536.310500,203824,Foreign Ordinary Shares,Canada,Ontario
ACBFF,AURORA CANNABIS INC ORD,OTCQX International,5.850000,267.336300,2317423,Foreign Ordinary Shares,Canada,British Columbia
LHSIF,LIBERTY HEALTH SCI ORD,OTCQX International,1.279800,351.205900,336979,Foreign Ordinary Shares,Canada,Ontario
EMHTF,EMERALD HEALTH THERAPUTCS,OTCQX International,2.586800,327.053000,732024,Foreign Ordinary Shares,Canada,British Columbia
GPVRF,GREENPOWER MOTOR INC. ORD,OTCQX International,0.320000,19.943400,4750,Foreign Ordinary Shares,Canada,British Columbia
FFMGF,FIRST MINING FINANCE CORP,OTCQX International,0.406400,104.378100,439634,Foreign Ordinary Shares,Canada,British Columbia
LVNVF,LEVON RES LTD ORD,OTCQX International,0.225600,63.622400,8035,Foreign Ordinary Shares,Canada,British Columbia
AXDDF,ALMADEX MINERALS LTD ORD,OTCQX International,1.020000,108.912800,28898,Foreign Ordinary Shares,Canada,British Columbia
MOGOF,MOGO FINANCE TECH ORD,OTCQX International,5.749200,564.078500,106711,Foreign Ordinary Shares,Canada,British Columbia
SVCMF,SILVERCREST METALS ORD,OTCQX International,1.040000,110.735200,66623,Foreign Ordinary Shares,Canada,British Columbia
ORMNF,OREX MINERALS INC NEW ORD,OTCQX International,0.090000,73.689900,0,Foreign Ordinary Shares,Canada,British Columbia
PTRUF,PETRUS RES LTD ORD,OTCQX International,1.608800,32.073700,1800,Foreign Ordinary Shares,Canada,Alberta
WSTRF,WESTERN URANIUM CORP ORD,OTCQX International,0.805400,185.937000,85187,Foreign Ordinary Shares,Canada,Ontario
PRFMF,PROFOUND MED CORP,OTCQX International,0.525700,77.166900,0,Foreign Ordinary Shares,Canada,Ontario
NTTHF,NEO LITHIUM CORP ORD,OTCQX International,1.650000,89.006400,11633,Foreign Ordinary Shares,Canada,Ontario
AVLIF,ADVANTAGE LITHIUM ORD,OTCQX International,0.882000,153.957500,168721,Foreign Ordinary Shares,Canada,British Columbia
BLEVF,BELEAVE INC ORD,OTCQX International,1.419700,135.130200,1050,Foreign Ordinary Shares,Canada,Ontario
DSTFF,DISTINCT INFRA GROUP ORD,OTCQX International,1.060000,0.000000,0,Foreign Ordinary Shares,Canada,Ontario
PYDGF,POYDRAS GAMING FIN ORD,OTCQX International,0.206300,388.888900,0,Foreign Ordinary Shares,Canada,British Columbia
IPOOF,INPLAY OIL CORP,OTCQX International,1.240000,40.842400,0,Foreign Ordinary Shares,Canada,Alberta
CNNRF,CANNAROYALTY CORP ORD,OTCQX International,2.248700,404.983000,102477,Foreign Ordinary Shares,Canada,Ontario
CDELF,CANDELARIA MINING CRP ORD,OTCQX International,0.555000,0.000000,0,Foreign Ordinary Shares,Canada,British Columbia
ISENF,ISOENERGY LTD ORD,OTCQX International,0.237100,557.794700,0,Foreign Ordinary Shares,Canada,British Columbia
STLHF,STANDARD LITHIUM LTD ORD,OTCQX International,1.830000,103.121000,20802,Foreign Ordinary Shares,Canada,British Columbia
MDNAF,MEDICENNA THERA CORP,OTCQX International,1.911100,44.036300,52,Foreign Ordinary Shares,Canada,Ontario
MKEAF,MAUNA KEA TECHS NOM CATE,OTCQX International,5.340000,372.516600,0,Foreign Ordinary Shares,France,
MKEAY,MAUNA KEA TECHS SPNS/ADR,OTCQX International,0.000000,,0,ADRs,France,
IMPZY,IMPLANET SA SPNS/ADR,OTCQX International,1.640000,0.000000,0,ADRs,France,
QNNTF,QUANTUM GENOMICS ORD,OTCQX International,0.000000,,0,Foreign Ordinary Shares,France,
EPGNF,EPIGENOMICS ORD,OTCQX International,4.751600,17.609700,0,Foreign Ordinary Shares,Germany,
EPGNY,EPIGENOMICS AG S/ADR,OTCQX International,24.210000,6.474800,0,ADRs,Germany,
DGJI,DRAGON JADE INTL LTD,OTCQX International,3.400000,10.151300,106,Common Stock,Hong Kong,
MTENY,MAHANAGAR TELPHN NG S/ADR,OTCQX International,0.548000,93.376200,9200,ADRs,India,
YTROF,YATRA ONLINE INC 2021 WTS,OTCQX International,1.350000,16.888900,7500,Warrants,India,
TRNLY,THE TRENDLINES GRP SP/ADR,OTCQX International,5.530000,73.066400,0,ADRs,Israel,
MXMTY,MAXCOM TELECM SAB SP/ADR,OTCQX International,0.460000,12.666500,154,ADRs,Mexico,
ASCJF,AMER SHIPPING ASA ORD,OTCQX International,2.730000,15.707700,0,Foreign Ordinary Shares,Norway,
TFECF,THIN FILM ELECTR ASA ORD,OTCQX International,0.242350,54.487100,0,Foreign Ordinary Shares,Norway,
TFECY,THIN FILM ELECTR SPNS ADR,OTCQX International,2.470000,71.428300,901,ADRs,Norway,
OYIEF,OCEAN YIELD ASA ORD,OTCQX International,8.185800,316.461900,0,Foreign Ordinary Shares,Norway,
ORXOY,OREXO AB SP/ADR,OTCQX International,5.250000,6.530200,0,ADRs,Sweden,
NEVPF,NEUROVIVE PHARM AB ORD,OTCQX International,0.400000,0.000000,0,Foreign Ordinary Shares,Sweden,
ANPCY,ANGLE PLC S/ADR,OTCQX International,7.039600,0.000000,0,ADRs,United Kingdom,England
SRUXY,SIRIUS MINERALS PLC S/ADR,OTCQX International,18.320000,0.000000,0,ADRs,United Kingdom,England
NHEGF,NIGHTHAWK ENERGY PLC,OTCQX International,0.004000,13.971200,0,Foreign Ordinary Shares,United Kingdom,England
NHEGY,NIGHTHAWK ENERG PLC S/ADR,OTCQX International,0.045000,9.813700,0,ADRs,United Kingdom,England
TPRKY,TRAVIS PERKINS PLC S/ADR,OTCQX International,19.330000,0.000000,0,ADRs,United Kingdom,England
EVARF,LOMBARD MEDICAL INC,OTCQX International,0.220000,345.244500,16002,Foreign Ordinary Shares,United Kingdom,England
CNDGF,CONDOR GOLD PLC,OTCQX International,0.735000,2.112700,0,Foreign Ordinary Shares,United Kingdom,Wales
GDRZF,GOLD RESERVE INC A,OTCQX International,3.171700,143.071600,15059,Foreign Ordinary Shares,USA,Washington
NIOBF,NIOCORP DEVELOPMENTS LTD,OTCQX International,0.363230,98.966400,108150,Foreign Ordinary Shares,USA,Colorado
AVMXF,AVITA MEDICAL LTD ORD,OTCQX International,0.049180,240.789600,33477,Foreign Ordinary Shares,USA,California
AVMXY,AVITA MEDICAL LTD S/ADR,OTCQX International,1.150000,212.837700,67198,ADRs,USA,California
POETF,POET TECHNOLOGIES INC,OTCQX International,0.213700,36.595900,4000,Foreign Ordinary Shares,USA,California
SSPXF,SANDSPRING RESOURCES LTD,OTCQX International,0.227000,178.974000,78966,Foreign Ordinary Shares,USA,Colorado
CPMMF,CRYSTAL PEAK MINERALS INC,OTCQX International,0.326800,75.784000,12100,Foreign Ordinary Shares,USA,Utah
WPTIF,WPT INDUSTRIAL RE INVST,OTCQX International,12.849000,52.632300,3650,Foreign Ordinary Shares,USA,Minnesota
CNGFF,CHANGE FINANCIAL LTD,OTCQX International,0.000000,,0,Foreign Ordinary Shares,USA,California
ICCMP,ICONSUMER CORP PFD A,OTCQB,0.000000,,0,Preferred Stock,,
SGLDF,SHOAL GAMES LTD,OTCQB,0.395000,116.612500,0,Foreign Ordinary Shares,Anguilla,
GMBL,ESPORTS ENTERTAINMENT GR,OTCQB,0.850000,65.203100,2946,Common Stock,Antigua,
TDLAF,TBG DIAGNOSTICS LTD ORD,OTCQB,0.055000,261.124300,10000,Foreign Ordinary Shares,Australia,Victoria
PPCB,PROPANC BIOPHARMA INC,OTCQB,0.168000,194.810800,420499,Common Stock,Australia,Victoria
NQMLF,NQ MINERALS PLC ORD,OTCQB,0.000000,,0,Foreign Ordinary Shares,Australia,
ANPOF,AMERICAN PAT OIL ORD,OTCQB,0.000000,,0,Foreign Ordinary Shares,Australia,Victoria
MDBIF,MEDIBIO LTD,OTCQB,0.269000,63.784800,4418,Foreign Ordinary Shares,Australia,Victoria
